Usertype,Month,Tripduration
Subscriber,Jun,976
Subscriber,Jun,616
Customer,Jun,1739
Subscriber,Jun,471
Customer,Jun,2479
Subscriber,Jun,609
Customer,Jun,6336
Customer,Jun,51123
Subscriber,Jun,412
Subscriber,Jun,465
Customer,Jun,94
Customer,Jun,3082
Customer,Jun,3097
Customer,Jun,2873
Subscriber,Jun,964
Customer,Jun,5539
Customer,Jun,261
Customer,Jun,2900
Customer,Jun,2425
Customer,Jun,2795
Customer,Jun,3277
Customer,Jun,3076
Subscriber,Jun,2252
Customer,Jun,4366
Customer,Jun,4340
Customer,Jun,8553
Customer,Jun,8601
Customer,Jun,8122
Customer,Jun,8058
Customer,Jun,5155
Customer,Jun,53391
Customer,Jun,4759
Customer,Jun,623
Subscriber,Jun,497
Customer,Jun,17294
Customer,Jun,1485
Customer,Jun,1450
Customer,Jun,1422
Customer,Jun,1344
Subscriber,Jun,589
Subscriber,Jun,491
Subscriber,Jun,813
Subscriber,Jun,1899
Subscriber,Jun,960
Customer,Jun,778
Customer,Jun,3267
Customer,Jun,33969
Subscriber,Jun,1085
Customer,Jun,1087
Customer,Jun,3129
Subscriber,Jun,522
Customer,Jun,3093
Subscriber,Jun,828
Customer,Jun,21153
Customer,Jun,18438
Customer,Jun,4581
Customer,Jun,4339
Customer,Jun,17977
Subscriber,Jun,1646
Customer,Jun,1177
Customer,Jun,5229
Subscriber,Jun,464
Customer,Jun,4084
Customer,Jun,4899
Customer,Jun,4045
Customer,Jun,4817
Subscriber,Jun,1212
Customer,Jun,4679
Customer,Jun,3450
Customer,Jun,3369
Customer,Jun,3160
Customer,Jun,205
Customer,Jun,1257
Customer,Jun,3287
Customer,Jun,2526
Subscriber,Jun,2573
Customer,Jun,1425
Subscriber,Jun,858
Customer,Jun,1596
Customer,Jun,1047
Customer,Jun,1568
Subscriber,Jun,1072
Customer,Jun,1351
Customer,Jun,2248
Customer,Jun,934
Customer,Jun,21250
Subscriber,Jun,5472
Customer,Jun,21428
Customer,Jun,18705
Customer,Jun,4791
Customer,Jun,4806
Customer,Jun,1444
Subscriber,Jun,19410
Customer,Jun,1390
Customer,Jun,1915
Customer,Jun,1291
Customer,Jun,1901
Customer,Jun,2004
Customer,Jun,4419
Customer,Jun,7347
Customer,Jun,478
Customer,Jun,4786
Customer,Jun,4748
Customer,Jun,2616
Subscriber,Jun,948
Customer,Jun,2764
Customer,Jun,2681
Customer,Jun,288
Subscriber,Jun,865
Customer,Jun,4183
Customer,Jun,2243
Customer,Jun,627
Customer,Jun,863
Customer,Jun,367
Customer,Jun,81
Subscriber,Jun,328
Customer,Jun,6376
Customer,Jun,925
Customer,Jun,4459
Customer,Jun,2159
Customer,Jun,2107
Customer,Jun,870
Customer,Jun,3645
Customer,Jun,3692
Customer,Jun,3450
Customer,Jun,4536
Customer,Jun,3411
Subscriber,Jun,1017
Customer,Jun,1591
Customer,Jun,1253
Subscriber,Jun,682
Customer,Jun,1036
Subscriber,Jun,331
Customer,Jun,512
Customer,Jun,4486
Customer,Jun,4423
Customer,Jun,947
Customer,Jun,5975
Customer,Jun,936
Customer,Jun,513
Customer,Jun,14461
Customer,Jun,2864
Customer,Jun,4042
Customer,Jun,2020
Customer,Jun,2025
Subscriber,Jun,1096
Subscriber,Jun,503
Customer,Jun,573
Customer,Jun,3146
Customer,Jun,3010
Customer,Jun,3000
Subscriber,Jun,964
Subscriber,Jun,1055
Customer,Jun,1508
Subscriber,Jun,470
Customer,Jun,6607
Customer,Jun,65440
Subscriber,Jun,484
Customer,Jun,1963
Customer,Jun,637
Customer,Jun,4974
Customer,Jun,4944
Customer,Jun,1643
Customer,Jun,1553
Subscriber,Jun,670
Customer,Jun,5043
Customer,Jun,1538
Customer,Jun,1543
Customer,Jun,4227
Subscriber,Jun,1072
Customer,Jun,82092
Customer,Jun,1172
Customer,Jun,2749
Customer,Jun,10071
Customer,Jun,10058
Customer,Jun,80433
Customer,Jun,8084
Customer,Jun,4647
Customer,Jun,14549
Customer,Jun,14443
Customer,Jun,90
Customer,Jun,4789
Customer,Jun,5235
Customer,Jun,5115
Subscriber,Jun,969
Subscriber,Jun,3316
Customer,Jun,3633
Customer,Jun,10525
Subscriber,Jun,2804
Customer,Jun,3786
Customer,Jun,10202
Subscriber,Jun,825
Customer,Jun,3183
Customer,Jun,3185
Customer,Jun,3214
Subscriber,Jun,1244
Customer,Jun,2274
Customer,Jun,1243
Customer,Jun,6648
Customer,Jun,1070
Customer,Jun,1325
Customer,Jun,11935
Customer,Jun,4924
Subscriber,Jun,797
Customer,Jun,5081
Subscriber,Jun,1832
Subscriber,Jun,51677
Customer,Jun,7017
Customer,Jun,844
Customer,Jun,4133
Subscriber,Jun,8626
Customer,Jun,2456
Customer,Jun,2207
Customer,Jun,6347
Customer,Jun,6198
Customer,Jun,3652
Customer,Jun,3166
Customer,Jun,5245
Customer,Jun,3021
Customer,Jun,1451
Customer,Jun,1708
Customer,Jun,1708
Customer,Jun,2879
Customer,Jun,2806
Customer,Jun,10877
Customer,Jun,2043
Customer,Jun,2664
Customer,Jun,4598
Customer,Jun,4513
Subscriber,Jun,519
Subscriber,Jun,2491
Subscriber,Jun,2510
Customer,Jun,360
Customer,Jun,3959
Customer,Jun,3870
Customer,Jun,1953
Subscriber,Jun,916
Customer,Jun,813
Customer,Jun,601
Customer,Jun,6471
Customer,Jun,5927
Customer,Jun,3640
Subscriber,Jun,1033
Customer,Jun,757
Subscriber,Jun,859
Customer,Jun,546
Customer,Jun,6458
Customer,Jun,2446
Customer,Jun,2398
Customer,Jun,5148
Customer,Jun,897
Customer,Jun,2809
Customer,Jun,2903
Customer,Jun,6435
Customer,Jun,3429
Subscriber,Jun,69034
Customer,Jun,3492
Customer,Jun,7285
Customer,Jun,7186
Customer,Jun,11631
Customer,Jun,4131
Customer,Jun,3117
Customer,Jun,11030
Customer,Jun,4446
Customer,Jun,69845
Customer,Jun,4352
Customer,Jun,1015
Customer,Jun,361
Customer,Jun,4394
Customer,Jun,1172
Customer,Jun,192
Customer,Jun,810
Customer,Jun,4118
Customer,Jun,3856
Customer,Jun,9185
Customer,Jun,3522
Customer,Jun,1292
Customer,Jun,9033
Customer,Jun,4930
Customer,Jun,4855
Customer,Jun,8039
Customer,Jun,5052
Customer,Jun,5289
Subscriber,Jun,1106
Customer,Jun,2154
Subscriber,Jun,337
Customer,Jun,751
Customer,Jun,1150
Customer,Jun,9307
Customer,Jun,2928
Customer,Jun,2390
Customer,Jun,9257
Customer,Jun,5114
Customer,Jun,2295
Customer,Jun,4986
Customer,Jun,2882
Customer,Jun,995
Subscriber,Jun,143
Customer,Jun,1650
Customer,Jun,377
Customer,Jun,5841
Customer,Jun,5702
Customer,Jun,1343
Customer,Jun,2110
Customer,Jun,79695
Subscriber,Jun,4823
Customer,Jun,5145
Customer,Jun,1202
Customer,Jun,6304
Customer,Jun,6337
Customer,Jun,1159
Subscriber,Jun,2226
Customer,Jun,744
Customer,Jun,189
Customer,Jun,555
Customer,Jun,4232
Customer,Jun,3910
Customer,Jun,3989
Customer,Jun,2355
Customer,Jun,2208
Subscriber,Jun,653
Subscriber,Jun,3031
Customer,Jun,3022
Customer,Jun,2557
Customer,Jun,2520
Customer,Jun,8196
Customer,Jun,6286
Customer,Jun,1433
Customer,Jun,6338
Customer,Jun,2106
Customer,Jun,2079
Customer,Jun,2110
Customer,Jun,9825
Customer,Jun,9892
Customer,Jun,9513
Customer,Jun,9421
Customer,Jun,3292
Customer,Jun,3257
Customer,Jun,9806
Customer,Jun,3491
Customer,Jun,3490
Customer,Jun,41372
Customer,Jun,1255
Customer,Jun,520
Customer,Jun,8324
Customer,Jun,3649
Customer,Jun,3461
Subscriber,Jun,2088
Customer,Jun,236
Customer,Jun,4521
Customer,Jun,2901
Customer,Jun,3371
Customer,Jun,351
Customer,Jun,2580
Customer,Jun,3629
Customer,Jun,48564
Customer,Jun,3268
Customer,Jun,3076
Customer,Jun,3144
Customer,Jun,3061
Customer,Jun,841
Subscriber,Jun,4209
Customer,Jun,4326
Customer,Jun,4016
Customer,Jun,47845
Customer,Jun,3952
Customer,Jun,3950
Customer,Jun,3833
Customer,Jun,3730
Customer,Jun,3666
Customer,Jun,2328
Customer,Jun,2209
Customer,Jun,2205
Customer,Jun,13843
Customer,Jun,23651
Customer,Jun,1577
Customer,Jun,4429
Customer,Jun,1232
Customer,Jun,2045
Customer,Jun,4280
Customer,Jun,2067
Customer,Jun,1873
Customer,Jun,1892
Subscriber,Jun,458
Customer,Jun,462
Customer,Jun,1741
Customer,Jun,1886
Customer,Jun,1815
Customer,Jun,989
Customer,Jun,557
Subscriber,Jun,505
Customer,Jun,55910
Customer,Jun,3583
Customer,Jun,326
Customer,Jun,3129
Customer,Jun,43774
Customer,Jun,250
Customer,Jun,3150
Customer,Jun,43801
Customer,Jun,3086
Customer,Jun,3112
Customer,Jun,2931
Customer,Jun,3198
Customer,Jun,137647
Customer,Jun,3236
Customer,Jun,2309
Customer,Jun,224
Customer,Jun,2337
Customer,Jun,2302
Customer,Jun,2038
Subscriber,Jun,738
Subscriber,Jun,857
Customer,Jun,1723
Customer,Jun,3040
Customer,Jun,2764
Customer,Jun,2894
Customer,Jun,100
Customer,Jun,2272
Customer,Jun,1859
Customer,Jun,22726
Subscriber,Jun,742
Subscriber,Jun,540
Customer,Jun,1113
Customer,Jun,6710
Customer,Jun,2058
Subscriber,Jun,1176
Customer,Jun,583
Customer,Jun,849
Customer,Jun,122437
Customer,Jun,122434
Customer,Jun,1744
Customer,Jun,564
Customer,Jun,1229
Customer,Jun,6513
Customer,Jun,12017
Customer,Jun,11028
Customer,Jun,10951
Customer,Jun,11937
Customer,Jun,2263
Customer,Jun,2168
Subscriber,Jun,4705
Customer,Jun,2250
Customer,Jun,41308
Subscriber,Jun,761
Customer,Jun,1543
Customer,Jun,1355
Subscriber,Jun,122
Customer,Jun,3771
Subscriber,Jun,166
Customer,Jun,2029
Customer,Jun,1945
Subscriber,Jun,3406
Customer,Jun,624
Customer,Jun,1135
Subscriber,Jun,2188
Customer,Jun,16617
Subscriber,Jun,549
Customer,Jun,3528
Customer,Jun,1280
Subscriber,Jun,15423
Customer,Jun,127
Customer,Jun,2990
Subscriber,Jun,581
Customer,Jun,1941
Customer,Jun,4769
Customer,Jun,4669
Customer,Jun,2641
Customer,Jun,2640
Customer,Jun,8225
Customer,Jun,8213
Subscriber,Jun,3384
Customer,Jun,4069
Customer,Jun,2662
Customer,Jun,11603
Customer,Jun,111714
Customer,Jun,2117
Customer,Jun,11360
Customer,Jun,23403
Customer,Jun,8772
Customer,Jun,4520
Customer,Jun,2502
Subscriber,Jun,405
Customer,Jun,127
Customer,Jun,3123
Subscriber,Jun,4200
Customer,Jun,4072
Customer,Jun,4178
Subscriber,Jun,900
Customer,Jun,12988
Customer,Jun,4785
Customer,Jun,4775
Customer,Jun,3759
Customer,Jun,3188
Customer,Jun,642
Customer,Jun,339
Customer,Jun,1892
Customer,Jun,1912
Subscriber,Jun,1818
Customer,Jun,1785
Customer,Jun,2537
Customer,Jun,6162
Customer,Jun,4889
Customer,Jun,4748
Customer,Jun,4587
Subscriber,Jun,1820
Customer,Jun,7742
Customer,Jun,3035
Subscriber,Jun,792
Customer,Jun,1798
Customer,Jun,5204
Customer,Jun,5252
Customer,Jun,7933
Customer,Jun,6881
Customer,Jun,7741
Customer,Jun,5950
Customer,Jun,1933
Customer,Jun,597
Customer,Jun,1889
Customer,Jun,3850
Customer,Jun,23457
Customer,Jun,22143
Subscriber,Jun,7194
Customer,Jun,22120
Customer,Jun,7083
Subscriber,Jun,803
Customer,Jun,1083
Customer,Jun,1554
Customer,Jun,902
Customer,Jun,1462
Customer,Jun,1208
Customer,Jun,6115
Customer,Jun,2021
Customer,Jun,4737
Customer,Jun,4740
Customer,Jun,2513
Subscriber,Jun,32544
Customer,Jun,183
Customer,Jun,2873
Customer,Jun,4363
Customer,Jun,94
Subscriber,Jun,333
Customer,Jun,89947
Customer,Jun,20031
Customer,Jun,5791
Customer,Jun,20922
Customer,Jun,5720
Customer,Jun,6150
Customer,Jun,6109
Customer,Jun,25394
Customer,Jun,929
Customer,Jun,4296
Customer,Jun,5420
Customer,Jun,158
Customer,Jun,18873
Customer,Jun,249
Customer,Jun,181
Customer,Jun,3711
Customer,Jun,5138
Customer,Jun,3701
Customer,Jun,13267
Customer,Jun,9002
Customer,Jun,8899
Customer,Jun,7959
Customer,Jun,3112
Subscriber,Jun,1346
Customer,Jun,4643
Customer,Jun,2492
Customer,Jun,390
Customer,Jun,71
Customer,Jun,12064
Customer,Jun,11361
Customer,Jun,4331
Customer,Jun,11272
Customer,Jun,10395
Customer,Jun,1836
Customer,Jun,674
Customer,Jun,317
Customer,Jun,104040
Customer,Jun,1506
Customer,Jun,2077
Subscriber,Jun,2090
Customer,Jun,3025
Customer,Jun,3506
Customer,Jun,3526
Customer,Jun,2920
Customer,Jun,17127
Customer,Jun,1054
Customer,Jun,10529
Customer,Jun,11833
Subscriber,Jun,300
Customer,Jun,2866
Customer,Jun,3695
Customer,Jun,3665
Customer,Jun,5890
Subscriber,Jun,5820
Customer,Jun,3425
Customer,Jun,8476
Customer,Jun,2552
Customer,Jun,3400
Customer,Jun,2676
Customer,Jun,1692
Subscriber,Jun,1191
Customer,Jun,2192
Customer,Jun,260
Customer,Jun,5673
Customer,Jun,1956
Customer,Jun,5634
Subscriber,Jun,4856
Customer,Jun,1222
Customer,Jun,7259
Customer,Jun,7189
Customer,Jun,3193
Customer,Jun,3184
Customer,Jun,4551
Customer,Jun,15189
Customer,Jun,4584
Customer,Jun,815
Customer,Jun,13850
Customer,Jun,4654
Customer,Jun,4267
Customer,Jun,3707
Customer,Jun,3654
Customer,Jun,304
Customer,Jun,10439
Customer,Jun,10418
Customer,Jun,4050
Customer,Jun,4123
Customer,Jun,5377
Customer,Jun,2434
Customer,Jun,4282
Customer,Jun,97750
Customer,Jun,868
Customer,Jun,5560
Customer,Jun,68161
Customer,Jun,5504
Customer,Jun,5432
Customer,Jun,3364
Customer,Jun,1739
Customer,Jun,1521
Subscriber,Jun,3355
Subscriber,Jun,3536
Subscriber,Jun,807
Customer,Jun,5029
Subscriber,Jun,1556
Subscriber,Jun,1418
Customer,Jun,3237
Customer,Jun,2912
Customer,Jun,5030
Customer,Jun,940
Customer,Jun,644
Customer,Jun,2520
Customer,Jun,3276
Customer,Jun,3492
Customer,Jun,1467
Customer,Jun,7481
Customer,Jun,7610
Customer,Jun,3017
Customer,Jun,1233
Customer,Jun,6951
Customer,Jun,955
Customer,Jun,13167
Customer,Jun,1145
Customer,Jun,1546
Customer,Jun,1128
Subscriber,Jun,3032
Customer,Jun,2044
Customer,Jun,1987
Subscriber,Jun,18854
Subscriber,Jun,2975
Customer,Jun,568
Subscriber,Jun,9450
Customer,Jun,3258
Customer,Jun,3940
Customer,Jun,3057
Customer,Jun,6010
Customer,Jun,11104
Customer,Jun,5844
Customer,Jun,1578
Subscriber,Jun,351
Customer,Jun,641
Customer,Jun,1756
Customer,Jun,5554
Customer,Jun,1374
Customer,Jun,1578
Customer,Jun,1491
Customer,Jun,3880
Customer,Jun,4341
Subscriber,Jun,454
Customer,Jun,7914
Customer,Jun,831
Customer,Jun,12098
Customer,Jun,12153
Subscriber,Jun,11621
Customer,Jun,4619
Customer,Jun,86555
Customer,Jun,1020
Customer,Jun,1347
Customer,Jun,943
Customer,Jun,3457
Customer,Jun,907
Customer,Jun,2436
Customer,Jun,2753
Customer,Jun,3237
Customer,Jun,9520
Subscriber,Jun,740
Customer,Jun,3119
Subscriber,Jun,1067
Customer,Jun,4636
Customer,Jun,4723
Customer,Jun,4745
Customer,Jun,2131
Customer,Jun,67360
Customer,Jun,11113
Customer,Jun,10790
Customer,Jun,11122
Subscriber,Jun,11041
Customer,Jun,11016
Customer,Jun,6032
Customer,Jun,2205
Customer,Jun,4118
Customer,Jun,3889
Customer,Jun,3835
Customer,Jun,17854
Customer,Jun,8532
Customer,Jun,8376
Customer,Jun,8268
Customer,Jun,4459
Customer,Jun,2350
Customer,Jun,2408
Subscriber,Jun,71938
Customer,Jun,2961
Customer,Jun,10098
Customer,Jun,10091
Customer,Jun,10050
Customer,Jun,4076
Customer,Jun,2816
Customer,Jun,4050
Customer,Jun,3687
Customer,Jun,89052
Customer,Jun,5568
Customer,Jun,622
Customer,Jun,58397
Customer,Jun,4416
Customer,Jun,4467
Customer,Jun,5473
Customer,Jun,5402
Customer,Jun,3082
Customer,Jun,160
Customer,Jun,4416
Customer,Jun,2875
Customer,Jun,3131
Subscriber,Jun,1057
Customer,Jun,5057
Customer,Jun,5292
Customer,Jun,3900
Customer,Jun,4982
Customer,Jun,3276
Customer,Jun,1104
Customer,Jun,7669
Customer,Jun,1011
Customer,Jun,53678
Customer,Jun,3841
Customer,Jun,2233
Customer,Jun,2960
Customer,Jun,1272
Customer,Jun,3500
Customer,Jun,2245
Customer,Jun,2212
Customer,Jun,69491
Customer,Jun,1419
Customer,Jun,3246
Customer,Jun,5746
Customer,Jun,2615
Customer,Jun,85956
Customer,Jun,1790
Customer,Jun,1930
Customer,Jun,2523
Customer,Jun,1751
Customer,Jun,4988
Customer,Jun,7937
Customer,Jun,7518
Customer,Jun,7461
Customer,Jun,3541
Customer,Jun,9453
Customer,Jun,3825
Customer,Jun,92
Customer,Jun,1320
Customer,Jun,3371
Customer,Jun,6399
Customer,Jun,3608
Customer,Jun,5491
Customer,Jun,1645
Customer,Jun,1614
Customer,Jun,86615
Customer,Jun,2981
Customer,Jun,4169
Customer,Jun,5067
Customer,Jun,2133
Customer,Jun,7663
Customer,Jun,647
Customer,Jun,2324
Customer,Jun,75
Subscriber,Jun,1438
Customer,Jun,7600
Customer,Jun,2932
Customer,Jun,690
Customer,Jun,3555
Customer,Jun,7565
Customer,Jun,121
Customer,Jun,1950
Customer,Jun,7327
Customer,Jun,2009
Subscriber,Jun,835
Customer,Jun,25554
Customer,Jun,1617
Customer,Jun,6005
Customer,Jun,6405
Customer,Jun,448
Customer,Jun,12337
Customer,Jun,13001
Customer,Jun,2353
Customer,Jun,2344
Customer,Jun,1034
Customer,Jun,989
Customer,Jun,3306
Customer,Jun,902
Customer,Jun,140
Customer,Jun,4907
Customer,Jun,5257
Customer,Jun,3834
Customer,Jun,5212
Subscriber,Jun,260
Customer,Jun,8661
Customer,Jun,4698
Customer,Jun,3563
Customer,Jun,3852
Customer,Jun,3610
Customer,Jun,6501
Subscriber,Jun,3019
Customer,Jun,3549
Subscriber,Jun,1733
Customer,Jun,7834
Customer,Jun,3354
Customer,Jun,3578
Customer,Jun,3428
Customer,Jun,1622
Customer,Jun,6043
Customer,Jun,5085
Customer,Jun,4518
Customer,Jun,4285
Customer,Jun,4509
Customer,Jun,2429
Subscriber,Jun,628
Customer,Jun,4960
Customer,Jun,1346
Customer,Jun,1800
Customer,Jun,3191
Customer,Jun,3184
Customer,Jun,4118
Customer,Jun,2496
Customer,Jun,498
Customer,Jun,470
Subscriber,Jun,947
Subscriber,Jun,431
Customer,Jun,271
Subscriber,Jun,835
Customer,Jun,3286
Customer,Jun,3264
Customer,Jun,5821
Customer,Jun,1498
Customer,Jun,4370
Customer,Jun,4014
Customer,Jun,329
Customer,Jun,3725
Customer,Jun,6800
Subscriber,Jun,2358
Customer,Jun,3624
Customer,Jun,4097
Customer,Jun,4247
Subscriber,Jun,4244
Customer,Jun,654
Subscriber,Jun,4248
Subscriber,Jun,485
Customer,Jun,1222
Customer,Jun,219
Customer,Jun,4175
Subscriber,Jun,2804
Customer,Jun,3898
Customer,Jun,583
Customer,Jun,547
Customer,Jun,10354
Customer,Jun,54199
Customer,Jun,10124
Customer,Jun,10093
Subscriber,Jun,373
Subscriber,Jun,2516
Customer,Jun,58579
Customer,Jun,4697
Customer,Jun,58543
Customer,Jun,2128
Customer,Jun,2126
Customer,Jun,6913
Customer,Jun,3678
Subscriber,Jun,1753
Customer,Jun,2576
Customer,Jun,1589
Customer,Jun,2473
Customer,Jun,1903
Customer,Jun,2351
Customer,Jun,1123
Customer,Jun,2704
Customer,Jun,2734
Customer,Jun,7314
Customer,Jun,1519
Customer,Jun,7448
Customer,Jun,7954
Customer,Jun,80819
Customer,Jun,3552
Customer,Jun,6640
Customer,Jun,2372
Customer,Jun,6589
Customer,Jun,2269
Customer,Jun,72001
Customer,Jun,2136
Customer,Jun,48916
Customer,Jun,659
Customer,Jun,3090
Customer,Jun,5142
Subscriber,Jun,5430
Customer,Jun,1828
Customer,Jun,1710
Subscriber,Jun,612
Subscriber,Jun,554
Customer,Jun,2991
Customer,Jun,3003
Customer,Jun,3889
Subscriber,Jun,5374
Customer,Jun,3702
Customer,Jun,3711
Customer,Jun,449
Customer,Jun,3500
Customer,Jun,3482
Customer,Jun,1971
Customer,Jun,4206
Customer,Jun,2055
Customer,Jun,5034
Customer,Jun,4977
Customer,Jun,3356
Customer,Jun,63909
Customer,Jun,1726
Customer,Jun,1356
Customer,Jun,4385
Customer,Jun,625
Customer,Jun,4637
Customer,Jun,1320
Customer,Jun,4185
Customer,Jun,55472
Customer,Jun,4142
Customer,Jun,1380
Customer,Jun,5915
Customer,Jun,3954
Customer,Jun,530
Subscriber,Jun,312
Subscriber,Jun,2273
Customer,Jun,4702
Customer,Jun,85
Customer,Jun,103
Customer,Jun,1123
Customer,Jun,3980
Customer,Jun,1891
Customer,Jun,4767
Customer,Jun,2468
Customer,Jun,4730
Customer,Jun,162
Customer,Jun,217
Customer,Jun,6980
Customer,Jun,4491
Customer,Jun,6917
Subscriber,Jun,3602
Subscriber,Jun,2497
Customer,Jun,2503
Customer,Jun,3178
Customer,Jun,7786
Customer,Jun,4532
Subscriber,Jun,239
Customer,Jun,106
Customer,Jun,3344
Customer,Jun,4294
Subscriber,Jun,390
Subscriber,Jun,450
Subscriber,Jun,392
Customer,Jun,5238
Customer,Jun,54964
Customer,Jun,3085
Subscriber,Jun,355
Customer,Jun,3802
Customer,Jun,3810
Subscriber,Jun,667
Customer,Jun,3308
Customer,Jun,3249
Customer,Jun,2952
Customer,Jun,51329
Customer,Jun,7300
Customer,Jun,5780
Customer,Jun,5886
Customer,Jun,5706
Customer,Jun,2405
Customer,Jun,54257
Customer,Jun,7140
Customer,Jun,5520
Customer,Jun,9210
Customer,Jun,1163
Customer,Jun,6946
Customer,Jun,6690
Customer,Jun,8957
Customer,Jun,6387
Customer,Jun,442
Customer,Jun,427
Customer,Jun,6308
Customer,Jun,2299
Customer,Jun,2256
Customer,Jun,7389
Subscriber,Jun,1310
Customer,Jun,7515
Customer,Jun,7321
Customer,Jun,1206
Customer,Jun,1981
Customer,Jun,3286
Customer,Jun,700
Customer,Jun,4781
Customer,Jun,4711
Customer,Jun,4237
Customer,Jun,2898
Customer,Jun,1617
Customer,Jun,1369
Customer,Jun,3296
Subscriber,Jun,1193
Customer,Jun,2686
Customer,Jun,1349
Customer,Jun,1072
Customer,Jun,1313
Customer,Jun,1267
Customer,Jun,1279
Customer,Jun,1285
Customer,Jun,1199
Customer,Jun,5369
Customer,Jun,1190
Customer,Jun,5117
Customer,Jun,820
Customer,Jun,811
Customer,Jun,2225
Customer,Jun,535
Subscriber,Jun,509
Customer,Jun,5348
Customer,Jun,1352
Customer,Jun,1309
Customer,Jun,5281
Subscriber,Jun,943
Customer,Jun,5768
Subscriber,Jun,309
Customer,Jun,5769
Customer,Jun,965
Customer,Jun,2948
Customer,Jun,567
Customer,Jun,945
Subscriber,Jun,904
Customer,Jun,39985
Customer,Jun,7153
Subscriber,Jun,181
Customer,Jun,39952
Customer,Jun,57111
Customer,Jun,53244
Customer,Jun,610
Customer,Jun,1509
Customer,Jun,1470
Customer,Jun,2295
Customer,Jun,36284
Subscriber,Jun,575
Subscriber,Jun,547
Subscriber,Jun,316
Subscriber,Jun,422
Subscriber,Jun,1176
Customer,Jun,1515
Subscriber,Jun,207
Customer,Jun,3849
Customer,Jun,8719
Customer,Jun,8723
Customer,Jun,1022
Customer,Jun,68571
Subscriber,Jun,8548
Subscriber,Jun,1497
Subscriber,Jun,68271
Customer,Jun,5516
Customer,Jun,5489
Customer,Jun,5609
Customer,Jun,5496
Customer,Jun,7093
Customer,Jun,68970
Customer,Jun,5239
Customer,Jun,5028
Subscriber,Jun,3192
Subscriber,Jun,400
Customer,Jun,2142
Customer,Jun,1095
Customer,Jun,1013
Customer,Jun,6670
Customer,Jun,6448
Customer,Jun,5275
Customer,Jun,1476
Customer,Jun,1423
Subscriber,Jun,785
Customer,Jun,48584
Customer,Jun,5143
Subscriber,Jun,5064
Customer,Jun,1698
Customer,Jun,59397
Customer,Jun,2657
Customer,Jun,2454
Customer,Jun,6020
Subscriber,Jun,441
Customer,Jun,41913
Customer,Jun,1707
Subscriber,Jun,240
Customer,Jun,1670
Customer,Jun,1483
Subscriber,Jun,370
Customer,Jun,184
Customer,Jun,197
Customer,Jun,7201
Customer,Jun,124
Customer,Jun,6827
Customer,Jun,905
Customer,Jun,1246
Customer,Jun,1373
Customer,Jun,112777
Customer,Jun,1169
Customer,Jun,2610
Customer,Jun,27599
Customer,Jun,4748
Customer,Jun,283
Customer,Jun,1541
Customer,Jun,1893
Customer,Jun,2801
Customer,Jun,1370
Customer,Jun,2610
Customer,Jun,467
Customer,Jun,130459
Customer,Jun,124079
Customer,Jun,110538
Customer,Jun,40697
Subscriber,Jun,524
Subscriber,Jun,417
Customer,Jun,1114
Customer,Jun,7064
Subscriber,Jun,938
Subscriber,Jun,3711
Subscriber,Jun,2590
Customer,Jun,32632
Customer,Jun,6027
Customer,Jun,5819
Customer,Jun,5815
Customer,Jun,7822
Customer,Jun,212
Customer,Jun,7589
Customer,Jun,4419
Customer,Jun,7194
Customer,Jun,4776
Customer,Jun,16532
Customer,Jun,3994
Customer,Jun,6642
Customer,Jun,6715
Subscriber,Jun,821
Customer,Jun,4878
Customer,Jun,4606
Customer,Jun,4683
Customer,Jun,9004
Customer,Jun,4649
Customer,Jun,104559
Customer,Jun,6221
Customer,Jun,5091
Subscriber,Jun,4174
Customer,Jun,2614
Subscriber,Jun,951
Customer,Jun,4817
Customer,Jun,3231
Customer,Jun,1389
Customer,Jun,2983
Subscriber,Jun,83812
Customer,Jun,1102
Customer,Jun,1311
Customer,Jun,1818
Customer,Jun,4764
Customer,Jun,4772
Customer,Jun,5123
Customer,Jun,1030
Customer,Jun,13096
Customer,Jun,13021
Customer,Jun,8054
Customer,Jun,1575
Customer,Jun,9765
Customer,Jun,7905
Customer,Jun,7947
Customer,Jun,319
Customer,Jun,1635
Customer,Jun,1629
Customer,Jun,8374
Customer,Jun,8358
Customer,Jun,7549
Customer,Jun,4827
Customer,Jun,5918
Customer,Jun,2277
Subscriber,Jun,321
Customer,Jun,5820
Customer,Jun,2078
Customer,Jun,5649
Customer,Jun,5598
Customer,Jun,7828
Customer,Jun,14913
Customer,Jun,6188
Customer,Jun,6016
Customer,Jun,7576
Subscriber,Jun,1897
Customer,Jun,7443
Customer,Jun,11587
Customer,Jun,6564
Subscriber,Jun,111
Customer,Jun,5046
Customer,Jun,8400
Customer,Jun,720
Customer,Jun,158
Customer,Jun,4316
Subscriber,Jun,6040
Customer,Jun,3867
Customer,Jun,1687
Subscriber,Jun,2698
Customer,Jun,10974
Customer,Jun,10643
Customer,Jun,162
Customer,Jun,4856
Customer,Jun,4430
Customer,Jun,5883
Customer,Jun,9542
Subscriber,Jun,2739
Customer,Jun,960
Customer,Jun,3614
Customer,Jun,684
Subscriber,Jun,819
Customer,Jun,268
Customer,Jun,101
Customer,Jun,3377
Customer,Jun,2383
Customer,Jun,4064
Customer,Jun,11020
Customer,Jun,3760
Customer,Jun,3645
Customer,Jun,5282
Subscriber,Jun,1017
Customer,Jun,3654
