Usertype,Month,Tripduration
Customer,Sep,1495
Customer,Sep,6764
Subscriber,Sep,492
Subscriber,Sep,504
Customer,Sep,4976
Subscriber,Sep,508
Subscriber,Sep,1788
Subscriber,Sep,1760
Customer,Sep,3385
Subscriber,Sep,2547
Customer,Sep,848
Subscriber,Sep,287
Customer,Sep,2462
Customer,Sep,681
Subscriber,Sep,158
Customer,Sep,2174
Customer,Sep,2040
Customer,Sep,6121
Customer,Sep,2614
Subscriber,Sep,324
Customer,Sep,1147
Customer,Sep,2487
Customer,Sep,796
Subscriber,Sep,850
Customer,Sep,812
Customer,Sep,3824
Customer,Sep,616
Subscriber,Sep,389
Subscriber,Sep,4280
Customer,Sep,4250
Customer,Sep,4977
Customer,Sep,1106
Customer,Sep,4985
Subscriber,Sep,722
Customer,Sep,1118
Customer,Sep,4248
Customer,Sep,4148
Customer,Sep,4306
Customer,Sep,4126
Subscriber,Sep,495
Subscriber,Sep,486
Customer,Sep,3282
Customer,Sep,3293
Customer,Sep,3150
Customer,Sep,1581
Subscriber,Sep,715
Subscriber,Sep,403
Customer,Sep,6798
Customer,Sep,3774
Customer,Sep,1119
Customer,Sep,3873
Customer,Sep,6997
Customer,Sep,4418
Customer,Sep,4484
Customer,Sep,4420
Customer,Sep,3872
Customer,Sep,28438
Customer,Sep,898
Customer,Sep,611
Customer,Sep,607
Customer,Sep,8016
Customer,Sep,2378
Customer,Sep,1053
Subscriber,Sep,1006
Customer,Sep,10053
Customer,Sep,3139
Customer,Sep,10132
Customer,Sep,12527
Customer,Sep,3063
Customer,Sep,881
Customer,Sep,3812
Customer,Sep,3061
Customer,Sep,9789
Subscriber,Sep,665
Customer,Sep,2760
Customer,Sep,2789
Customer,Sep,26220
Customer,Sep,3745
Customer,Sep,3543
Subscriber,Sep,1068
Customer,Sep,78712
Customer,Sep,2305
Customer,Sep,2290
Customer,Sep,2377
Customer,Sep,667
Customer,Sep,2393
Customer,Sep,11146
Customer,Sep,1255
Customer,Sep,606
Customer,Sep,74189
Customer,Sep,1257
Subscriber,Sep,221
Customer,Sep,116
Customer,Sep,731
Customer,Sep,652
Customer,Sep,683
Subscriber,Sep,771
Subscriber,Sep,414
Subscriber,Sep,444
Customer,Sep,3088
Customer,Sep,663
Subscriber,Sep,1019
Customer,Sep,729
Customer,Sep,2701
Customer,Sep,685
Customer,Sep,4416
Customer,Sep,8849
Subscriber,Sep,632
Customer,Sep,4887
Subscriber,Sep,1139
Subscriber,Sep,365
Customer,Sep,3880
Subscriber,Sep,2338
Customer,Sep,72403
Customer,Sep,7599
Customer,Sep,900
Customer,Sep,77799
Customer,Sep,815
Subscriber,Sep,8601
Customer,Sep,7340
Customer,Sep,4204
Subscriber,Sep,4159
Customer,Sep,2010
Customer,Sep,4100
Customer,Sep,204
Customer,Sep,73958
Customer,Sep,1375
Customer,Sep,1264
Customer,Sep,1958
Customer,Sep,76458
Customer,Sep,1304
Customer,Sep,1192
Customer,Sep,1213
Subscriber,Sep,558
Subscriber,Sep,572
Customer,Sep,6996
Subscriber,Sep,1412
Customer,Sep,6890
Subscriber,Sep,85
Subscriber,Sep,390
Subscriber,Sep,863
Customer,Sep,3715
Subscriber,Sep,3639
Customer,Sep,1981
Customer,Sep,8649
Customer,Sep,3275
Customer,Sep,3225
Customer,Sep,3191
Customer,Sep,6201
Subscriber,Sep,1863
Customer,Sep,1813
Customer,Sep,1780
Customer,Sep,8210
Customer,Sep,1156
Customer,Sep,1144
Customer,Sep,24618
Subscriber,Sep,2773
Subscriber,Sep,2783
Customer,Sep,1440
Customer,Sep,1332
Customer,Sep,6826
Customer,Sep,3034
Customer,Sep,2459
Customer,Sep,15700
Subscriber,Sep,344
Customer,Sep,2876
Subscriber,Sep,1888
Customer,Sep,1679
Customer,Sep,1675
Customer,Sep,765
Subscriber,Sep,436
Subscriber,Sep,299
Customer,Sep,1109
Customer,Sep,1486
Subscriber,Sep,1562
Customer,Sep,999
Subscriber,Sep,1248
Subscriber,Sep,883
Customer,Sep,16958
Subscriber,Sep,532
Customer,Sep,2453
Customer,Sep,2431
Customer,Sep,481
Customer,Sep,15063
Customer,Sep,375
Customer,Sep,377
Customer,Sep,5138
Customer,Sep,5139
Subscriber,Sep,901
Subscriber,Sep,323
Customer,Sep,2024
Subscriber,Sep,457
Subscriber,Sep,431
Subscriber,Sep,728
Customer,Sep,731
Customer,Sep,1990
Customer,Sep,7542
Subscriber,Sep,702
Customer,Sep,2894
Customer,Sep,7529
Customer,Sep,2954
Customer,Sep,9325
Customer,Sep,2832
Customer,Sep,3127
Customer,Sep,3055
Customer,Sep,3019
Customer,Sep,8740
Customer,Sep,1616
Customer,Sep,8920
Customer,Sep,2793
Customer,Sep,2426
Customer,Sep,8049
Customer,Sep,2395
Customer,Sep,2354
Customer,Sep,7759
Customer,Sep,69708
Customer,Sep,5557
Customer,Sep,6780
Customer,Sep,3680
Customer,Sep,5476
Subscriber,Sep,574
Customer,Sep,8625
Customer,Sep,3091
Customer,Sep,7783
Customer,Sep,8519
Customer,Sep,7652
Customer,Sep,304
Customer,Sep,1489
Customer,Sep,13393
Customer,Sep,1449
Subscriber,Sep,868
Customer,Sep,1421
Customer,Sep,3156
Customer,Sep,4106
Subscriber,Sep,1563
Subscriber,Sep,3146
Customer,Sep,3082
Customer,Sep,3155
Customer,Sep,3270
Customer,Sep,3082
Customer,Sep,3078
Customer,Sep,1308
Customer,Sep,3961
Subscriber,Sep,2969
Customer,Sep,3461
Subscriber,Sep,6175
Subscriber,Sep,540
Customer,Sep,75473
Subscriber,Sep,319
Customer,Sep,6491
Customer,Sep,24896
Subscriber,Sep,424
Customer,Sep,13667
Customer,Sep,5214
Customer,Sep,4528
Customer,Sep,7186
Customer,Sep,4413
Subscriber,Sep,2338
Customer,Sep,2103
Customer,Sep,2289
Customer,Sep,6646
Customer,Sep,3335
Customer,Sep,3171
Customer,Sep,3150
Subscriber,Sep,1231
Customer,Sep,2228
Subscriber,Sep,2081
Subscriber,Sep,7253
Customer,Sep,5205
Customer,Sep,5127
Customer,Sep,5161
Customer,Sep,908
Customer,Sep,7440
Customer,Sep,7536
Customer,Sep,1334
Customer,Sep,4823
Customer,Sep,4814
Customer,Sep,4762
Customer,Sep,1398
Customer,Sep,6915
Customer,Sep,548
Customer,Sep,1259
Customer,Sep,4415
Customer,Sep,1875
Customer,Sep,1146
Subscriber,Sep,2543
Customer,Sep,6543
Customer,Sep,6403
Customer,Sep,1940
Customer,Sep,9285
Customer,Sep,7801
Customer,Sep,194
Customer,Sep,2319
Subscriber,Sep,2287
Customer,Sep,2267
Subscriber,Sep,1942
Customer,Sep,2520
Customer,Sep,7661
Customer,Sep,8753
Customer,Sep,9326
Subscriber,Sep,577
Customer,Sep,73926
Subscriber,Sep,817
Subscriber,Sep,2149
Customer,Sep,8041
Customer,Sep,62118
Customer,Sep,4111
Customer,Sep,2096
Customer,Sep,83494
Customer,Sep,2554
Subscriber,Sep,2516
Customer,Sep,4776
Subscriber,Sep,407
Customer,Sep,1852
Customer,Sep,1941
Customer,Sep,6378
Customer,Sep,1312
Customer,Sep,6372
Customer,Sep,7470
Customer,Sep,6354
Customer,Sep,113
Subscriber,Sep,380
Customer,Sep,137
Customer,Sep,6950
Customer,Sep,788
Customer,Sep,770
Customer,Sep,2936
Customer,Sep,2389
Customer,Sep,1758
Subscriber,Sep,296
Customer,Sep,2583
Customer,Sep,2583
Customer,Sep,6606
Subscriber,Sep,5579
Customer,Sep,487
Customer,Sep,1683
Customer,Sep,1222
Subscriber,Sep,1140
Customer,Sep,1184
Customer,Sep,483
Customer,Sep,232
Customer,Sep,65582
Customer,Sep,2229
Subscriber,Sep,1203
Customer,Sep,3599
Customer,Sep,3592
Customer,Sep,6434
Customer,Sep,3424
Customer,Sep,65152
Customer,Sep,3376
Customer,Sep,2731
Customer,Sep,12388
Subscriber,Sep,5186
Customer,Sep,3305
Customer,Sep,1130
Customer,Sep,7896
Customer,Sep,1669
Customer,Sep,1083
Customer,Sep,1084
Customer,Sep,997
Customer,Sep,63802
Customer,Sep,738
Customer,Sep,63682
Customer,Sep,1137
Customer,Sep,1181
Customer,Sep,835
Subscriber,Sep,3329
Subscriber,Sep,243
Customer,Sep,9449
Customer,Sep,1725
Customer,Sep,1672
Subscriber,Sep,804
Subscriber,Sep,1218
Customer,Sep,2310
Customer,Sep,1111
Subscriber,Sep,1483
Subscriber,Sep,1473
Customer,Sep,1529
Customer,Sep,7227
Customer,Sep,1276
Customer,Sep,7312
Customer,Sep,3002
Customer,Sep,197
Customer,Sep,2053
Customer,Sep,2902
Customer,Sep,66
Customer,Sep,1196
Customer,Sep,1040
Customer,Sep,6721
Customer,Sep,1053
Customer,Sep,1044
Customer,Sep,1752
Customer,Sep,125
Customer,Sep,5985
Customer,Sep,1309
Customer,Sep,2372
Customer,Sep,2353
Customer,Sep,1267
Customer,Sep,2855
Customer,Sep,699
Customer,Sep,64
Subscriber,Sep,590
Customer,Sep,1416
Subscriber,Sep,1791
Subscriber,Sep,413
Customer,Sep,660
Customer,Sep,1016
Customer,Sep,553
Customer,Sep,16082
Subscriber,Sep,1020
Subscriber,Sep,564
Customer,Sep,5203
Customer,Sep,1834
Customer,Sep,5198
Customer,Sep,1741
Customer,Sep,5706
Customer,Sep,5047
Customer,Sep,2395
Customer,Sep,2403
Customer,Sep,2381
Customer,Sep,1365
Customer,Sep,2383
Subscriber,Sep,2162
Customer,Sep,969
Subscriber,Sep,625
Subscriber,Sep,1533
Customer,Sep,57873
Customer,Sep,609
Subscriber,Sep,848
Customer,Sep,5057
Subscriber,Sep,2220
Customer,Sep,1186
Customer,Sep,1095
Customer,Sep,7742
Customer,Sep,7613
Subscriber,Sep,2778
Subscriber,Sep,1506
Customer,Sep,3975
Subscriber,Sep,773
Customer,Sep,7171
Customer,Sep,5305
Subscriber,Sep,369
Customer,Sep,7228
Customer,Sep,2422
Customer,Sep,2473
Customer,Sep,7815
Customer,Sep,7846
Subscriber,Sep,4018
Customer,Sep,5294
Customer,Sep,5342
Subscriber,Sep,5184
Subscriber,Sep,1426
Subscriber,Sep,1462
Customer,Sep,1269
Customer,Sep,3509
Subscriber,Sep,3657
Customer,Sep,4841
Customer,Sep,3359
Subscriber,Sep,3727
Customer,Sep,2593
Customer,Sep,2070
Customer,Sep,2040
Subscriber,Sep,190
Customer,Sep,944
Subscriber,Sep,894
Customer,Sep,3666
Subscriber,Sep,881
Customer,Sep,3499
Customer,Sep,800
Subscriber,Sep,1254
Subscriber,Sep,311
Customer,Sep,1915
Customer,Sep,1916
Customer,Sep,1610
Customer,Sep,1633
Subscriber,Sep,1190
Subscriber,Sep,87
Subscriber,Sep,775
Customer,Sep,1819
Customer,Sep,1806
Customer,Sep,1347
Customer,Sep,9329
Customer,Sep,743
Customer,Sep,804
Customer,Sep,9196
Customer,Sep,2172
Customer,Sep,2202
Subscriber,Sep,713
Customer,Sep,2971
Customer,Sep,56023
Customer,Sep,983
Customer,Sep,938
Customer,Sep,2914
Subscriber,Sep,2284
Subscriber,Sep,1348
Customer,Sep,1406
Subscriber,Sep,1904
Customer,Sep,457
Customer,Sep,3572
Subscriber,Sep,286
Customer,Sep,6225
Customer,Sep,6143
Subscriber,Sep,370
Customer,Sep,6084
Customer,Sep,6023
Customer,Sep,1198
Customer,Sep,148
Customer,Sep,1919
Customer,Sep,2773
Customer,Sep,606
Customer,Sep,1471
Customer,Sep,2005
Customer,Sep,1924
Customer,Sep,1886
Subscriber,Sep,437
Subscriber,Sep,943
Customer,Sep,68409
Customer,Sep,794
Customer,Sep,1262
Subscriber,Sep,298
Customer,Sep,4277
Customer,Sep,2523
Customer,Sep,2505
Customer,Sep,4211
Subscriber,Sep,1591
Subscriber,Sep,872
Subscriber,Sep,882
Customer,Sep,4168
Customer,Sep,4441
Customer,Sep,1861
Customer,Sep,1172
Subscriber,Sep,4615
Customer,Sep,877
Customer,Sep,47455
Customer,Sep,1276
Customer,Sep,2211
Customer,Sep,2188
Customer,Sep,842
Customer,Sep,1252
Customer,Sep,1271
Customer,Sep,5989
Customer,Sep,1031
Customer,Sep,791
Subscriber,Sep,1012
Subscriber,Sep,374
Subscriber,Sep,539
Customer,Sep,7291
Customer,Sep,298
Customer,Sep,604
Customer,Sep,969
Customer,Sep,971
Subscriber,Sep,1321
Subscriber,Sep,601
Customer,Sep,2867
Customer,Sep,2846
Customer,Sep,2781
Customer,Sep,2773
Customer,Sep,278
Customer,Sep,107
Customer,Sep,4149
Customer,Sep,4623
Customer,Sep,3974
Subscriber,Sep,285
Customer,Sep,3590
Subscriber,Sep,889
Customer,Sep,484
Customer,Sep,453
Customer,Sep,2011
Customer,Sep,2095
Customer,Sep,8286
Customer,Sep,11390
Customer,Sep,8156
Customer,Sep,595
Customer,Sep,510
Customer,Sep,420
Customer,Sep,5250
Customer,Sep,5234
Customer,Sep,5165
Customer,Sep,125
Subscriber,Sep,668
Customer,Sep,5033
Customer,Sep,4859
Customer,Sep,4715
Customer,Sep,9788
Customer,Sep,3618
Customer,Sep,2758
Customer,Sep,3822
Customer,Sep,11744
Subscriber,Sep,2831
Subscriber,Sep,986
Customer,Sep,38704
Subscriber,Sep,801
Subscriber,Sep,67
Subscriber,Sep,575
Customer,Sep,1263
Customer,Sep,829
Subscriber,Sep,504
Customer,Sep,272
Customer,Sep,3599
Customer,Sep,1380
Customer,Sep,3544
Customer,Sep,2690
Subscriber,Sep,1763
Customer,Sep,381
Customer,Sep,144526
Subscriber,Sep,2841
Customer,Sep,2680
Customer,Sep,848
Subscriber,Sep,254
Customer,Sep,3525
Customer,Sep,3317
Subscriber,Sep,142
Customer,Sep,38580
Customer,Sep,2474
Customer,Sep,805
Customer,Sep,3715
Customer,Sep,1734
Customer,Sep,2219
Subscriber,Sep,434
Customer,Sep,1417
Customer,Sep,1355
Subscriber,Sep,404
Customer,Sep,344
Customer,Sep,1075
Subscriber,Sep,658
Subscriber,Sep,314
Subscriber,Sep,266
Subscriber,Sep,882
Customer,Sep,2717
Customer,Sep,715
Customer,Sep,363
Subscriber,Sep,965
Customer,Sep,1126
Customer,Sep,669
Subscriber,Sep,495
Customer,Sep,5030
Customer,Sep,4938
Subscriber,Sep,1053
Subscriber,Sep,1101
Customer,Sep,951
Customer,Sep,7031
Customer,Sep,4240
Customer,Sep,4289
Subscriber,Sep,651
Customer,Sep,822
Customer,Sep,2027
Customer,Sep,953
Subscriber,Sep,1248
Subscriber,Sep,1114
Customer,Sep,1123
Customer,Sep,3742
Customer,Sep,1190
Subscriber,Sep,212
Customer,Sep,721
Subscriber,Sep,1313
Subscriber,Sep,2521
Subscriber,Sep,140
Subscriber,Sep,2298
Subscriber,Sep,1181
Subscriber,Sep,918
Subscriber,Sep,455
Customer,Sep,686
Customer,Sep,5317
Subscriber,Sep,437
Customer,Sep,5582
Subscriber,Sep,255
Subscriber,Sep,546
Customer,Sep,4737
Customer,Sep,3017
Subscriber,Sep,1819
Customer,Sep,2939
Subscriber,Sep,450
Subscriber,Sep,1769
Customer,Sep,272
Subscriber,Sep,1026
Subscriber,Sep,1032
Customer,Sep,354
Customer,Sep,347
Customer,Sep,309
Customer,Sep,3691
Customer,Sep,3581
Subscriber,Sep,502
Customer,Sep,4785
Customer,Sep,4808
Customer,Sep,4802
Customer,Sep,1331
Subscriber,Sep,1143
Customer,Sep,903
Customer,Sep,854
Customer,Sep,842
Customer,Sep,2374
Customer,Sep,5520
Subscriber,Sep,67
Customer,Sep,79136
Customer,Sep,3449
Customer,Sep,1262
Customer,Sep,1242
Subscriber,Sep,3079
Customer,Sep,3189
Customer,Sep,3939
Subscriber,Sep,6946
Customer,Sep,1739
Customer,Sep,804
Subscriber,Sep,1640
Subscriber,Sep,1596
Customer,Sep,3712
Customer,Sep,496
Customer,Sep,3745
Subscriber,Sep,1261
Customer,Sep,329
Customer,Sep,1980
Customer,Sep,4211
Subscriber,Sep,1746
Customer,Sep,3747
Subscriber,Sep,450
Subscriber,Sep,357
Customer,Sep,815
Customer,Sep,573
Customer,Sep,4298
Customer,Sep,10962
Customer,Sep,10899
Customer,Sep,849
Customer,Sep,5104
Customer,Sep,222
Customer,Sep,102774
Customer,Sep,791
Customer,Sep,702
Customer,Sep,705
Customer,Sep,3402
Customer,Sep,1103
Customer,Sep,1085
Customer,Sep,3240
Customer,Sep,2836
Subscriber,Sep,15294
Customer,Sep,4188
Customer,Sep,4309
Customer,Sep,9579
Customer,Sep,2420
Customer,Sep,2299
Customer,Sep,24514
Customer,Sep,9485
Subscriber,Sep,568
Customer,Sep,1861
Subscriber,Sep,3335
Customer,Sep,7157
Subscriber,Sep,516
Customer,Sep,1068
Subscriber,Sep,2796
Subscriber,Sep,2438
Customer,Sep,2753
Customer,Sep,4861
Customer,Sep,22653
Subscriber,Sep,459
Customer,Sep,676
Customer,Sep,594
Subscriber,Sep,289
Customer,Sep,77427
Subscriber,Sep,243
Customer,Sep,4322
Subscriber,Sep,837
Subscriber,Sep,1417
Customer,Sep,1040
Customer,Sep,4013
Customer,Sep,1718
Customer,Sep,1683
Subscriber,Sep,6540
Subscriber,Sep,2989
Customer,Sep,5328
Subscriber,Sep,618
Subscriber,Sep,7602
Customer,Sep,3267
Subscriber,Sep,399
Subscriber,Sep,2953
Customer,Sep,2964
Customer,Sep,859
Customer,Sep,804
Customer,Sep,722
Subscriber,Sep,267
Customer,Sep,3068
Customer,Sep,1484
Customer,Sep,1542
Customer,Sep,1866
Subscriber,Sep,628
Customer,Sep,75689
Customer,Sep,2561
Customer,Sep,2459
Subscriber,Sep,311
Customer,Sep,5357
Subscriber,Sep,1343
Subscriber,Sep,1496
Subscriber,Sep,614
Customer,Sep,3150
Subscriber,Sep,413
Customer,Sep,2242
Customer,Sep,4353
Subscriber,Sep,3041
Customer,Sep,1343
Customer,Sep,4278
Customer,Sep,2997
Customer,Sep,77452
Customer,Sep,4134
Subscriber,Sep,1519
Subscriber,Sep,3432
Subscriber,Sep,2826
Subscriber,Sep,571
Subscriber,Sep,577
Customer,Sep,11695
Subscriber,Sep,1762
Subscriber,Sep,1642
Customer,Sep,5701
Subscriber,Sep,644
Customer,Sep,5589
Subscriber,Sep,541
Customer,Sep,3851
Subscriber,Sep,601
Subscriber,Sep,789
Customer,Sep,8991
Subscriber,Sep,2194
Customer,Sep,3165
Customer,Sep,8642
Subscriber,Sep,289
Customer,Sep,4010
Customer,Sep,1158
Customer,Sep,8268
Subscriber,Sep,1105
Customer,Sep,968
Subscriber,Sep,640
Customer,Sep,560
Customer,Sep,1020
Customer,Sep,986
Subscriber,Sep,270
Customer,Sep,85846
Customer,Sep,5121
Customer,Sep,5140
Customer,Sep,7359
Subscriber,Sep,739
Customer,Sep,688
Customer,Sep,9071
Subscriber,Sep,840
Subscriber,Sep,852
Customer,Sep,539
Customer,Sep,572
Customer,Sep,2860
Customer,Sep,316
Customer,Sep,2399
Customer,Sep,9178
Customer,Sep,9151
Customer,Sep,8438
Subscriber,Sep,849
Customer,Sep,9566
Subscriber,Sep,4355
Subscriber,Sep,240
Customer,Sep,2292
Customer,Sep,5413
Customer,Sep,5384
Customer,Sep,1923
Subscriber,Sep,1706
Customer,Sep,723
Customer,Sep,2614
Customer,Sep,1357
Customer,Sep,1138
Customer,Sep,1521
Subscriber,Sep,856
Customer,Sep,1072
Customer,Sep,1479
Subscriber,Sep,1062
Customer,Sep,1697
Subscriber,Sep,561
Customer,Sep,6740
Customer,Sep,6660
Subscriber,Sep,94
Subscriber,Sep,705
Subscriber,Sep,512
Subscriber,Sep,541
Customer,Sep,1489
Subscriber,Sep,406
Subscriber,Sep,902
Customer,Sep,6350
Customer,Sep,4058
Subscriber,Sep,464
Customer,Sep,3954
Customer,Sep,3827
Customer,Sep,3370
Customer,Sep,277
Customer,Sep,3312
Customer,Sep,5784
Customer,Sep,3278
Subscriber,Sep,597
Customer,Sep,3273
Subscriber,Sep,848
Customer,Sep,2758
Subscriber,Sep,368
Subscriber,Sep,419
Customer,Sep,356
Subscriber,Sep,1275
Customer,Sep,4189
Customer,Sep,3593
Customer,Sep,1577
Customer,Sep,1974
Subscriber,Sep,2888
Subscriber,Sep,2621
Customer,Sep,8649
Customer,Sep,89997
Customer,Sep,7028
Customer,Sep,7022
Subscriber,Sep,638
Customer,Sep,1330
Customer,Sep,1494
Customer,Sep,1024
Customer,Sep,6617
Customer,Sep,5958
Customer,Sep,6561
Customer,Sep,1029
Customer,Sep,3070
Subscriber,Sep,67
Subscriber,Sep,686
Subscriber,Sep,590
Customer,Sep,3145
Subscriber,Sep,609
Customer,Sep,293
Subscriber,Sep,899
Customer,Sep,1684
Customer,Sep,1321
Customer,Sep,2175
Customer,Sep,2115
Customer,Sep,60837
Subscriber,Sep,2348
Subscriber,Sep,1384
Customer,Sep,1559
Customer,Sep,1611
Customer,Sep,4802
Customer,Sep,7154
Subscriber,Sep,1919
Customer,Sep,4697
Customer,Sep,904
Customer,Sep,915
Subscriber,Sep,998
Customer,Sep,3650
Customer,Sep,8300
Customer,Sep,60478
Customer,Sep,4392
Customer,Sep,80
Customer,Sep,3022
Customer,Sep,3100
Customer,Sep,784
Customer,Sep,1603
Customer,Sep,759
Customer,Sep,698
Customer,Sep,2381
Customer,Sep,7890
Customer,Sep,519
Customer,Sep,1738
Customer,Sep,1556
Customer,Sep,1532
Subscriber,Sep,551
Customer,Sep,3381
Subscriber,Sep,1014
Customer,Sep,946
Customer,Sep,875
Customer,Sep,557
Customer,Sep,55146
Subscriber,Sep,2121
Subscriber,Sep,1601
Customer,Sep,2807
Customer,Sep,489
Customer,Sep,3710
Subscriber,Sep,476
Subscriber,Sep,540
Customer,Sep,3673
Customer,Sep,3583
Subscriber,Sep,554
Customer,Sep,84669
Subscriber,Sep,279
Subscriber,Sep,1077
Customer,Sep,4695
Customer,Sep,3846
Customer,Sep,3644
Subscriber,Sep,356
Customer,Sep,1025
Customer,Sep,3124
Customer,Sep,11950
Subscriber,Sep,149
Subscriber,Sep,867
Customer,Sep,900
Customer,Sep,1249
Customer,Sep,5573
Subscriber,Sep,1251
Customer,Sep,11725
Customer,Sep,2086
Customer,Sep,1114
Customer,Sep,2037
Customer,Sep,2847
Subscriber,Sep,110
Customer,Sep,11444
Customer,Sep,3672
Customer,Sep,843
Subscriber,Sep,2762
Customer,Sep,5062
Customer,Sep,4657
Customer,Sep,1106
Subscriber,Sep,3664
Subscriber,Sep,3598
Customer,Sep,1428
Customer,Sep,3457
Customer,Sep,58334
Customer,Sep,493
Customer,Sep,3619
Subscriber,Sep,1985
Subscriber,Sep,3140
Customer,Sep,8161
Subscriber,Sep,168
Customer,Sep,1273
Customer,Sep,52049
Subscriber,Sep,840
Customer,Sep,8027
Customer,Sep,3784
Customer,Sep,2870
Subscriber,Sep,298
Subscriber,Sep,530
Subscriber,Sep,330
Customer,Sep,2655
Customer,Sep,2608
Customer,Sep,2660
Customer,Sep,2534
Customer,Sep,2510
Customer,Sep,7229
Customer,Sep,7254
Customer,Sep,2333
Customer,Sep,1826
Subscriber,Sep,281
Customer,Sep,1753
Customer,Sep,66312
Subscriber,Sep,331
Customer,Sep,1143
Customer,Sep,2480
Subscriber,Sep,426
Subscriber,Sep,394
Customer,Sep,5411
Subscriber,Sep,914
Customer,Sep,889
Subscriber,Sep,2984
Customer,Sep,1363
Customer,Sep,622
Customer,Sep,5437
Customer,Sep,896
Customer,Sep,8855
Subscriber,Sep,448
Customer,Sep,2991
Customer,Sep,2883
Subscriber,Sep,452
Subscriber,Sep,149
Subscriber,Sep,5043
Customer,Sep,2854
Customer,Sep,48650
Subscriber,Sep,2974
Subscriber,Sep,844
Customer,Sep,3761
Customer,Sep,3853
Subscriber,Sep,1194
Subscriber,Sep,629
Customer,Sep,381
Customer,Sep,2079
Customer,Sep,2975
Customer,Sep,1927
Customer,Sep,3440
Customer,Sep,3422
Customer,Sep,46667
Subscriber,Sep,717
Customer,Sep,719
Subscriber,Sep,538
Customer,Sep,24935
Subscriber,Sep,611
Customer,Sep,8877
Customer,Sep,8882
Customer,Sep,56722
Customer,Sep,523
Subscriber,Sep,605
Subscriber,Sep,654
Customer,Sep,497
Customer,Sep,7989
Subscriber,Sep,1623
Subscriber,Sep,919
Customer,Sep,798
Customer,Sep,7583
Subscriber,Sep,2676
Customer,Sep,522
Subscriber,Sep,642
Customer,Sep,736
Customer,Sep,268
Subscriber,Sep,3549
Customer,Sep,1914
Customer,Sep,1868
Customer,Sep,3822
Customer,Sep,3447
Customer,Sep,3446
Customer,Sep,3259
Customer,Sep,6379
Customer,Sep,49355
Customer,Sep,49323
Customer,Sep,3003
Customer,Sep,2965
Customer,Sep,2887
Subscriber,Sep,427
Customer,Sep,2757
Customer,Sep,49155
Subscriber,Sep,612
Customer,Sep,677
Subscriber,Sep,3246
Subscriber,Sep,2598
Customer,Sep,2677
Subscriber,Sep,452
Subscriber,Sep,2562
Subscriber,Sep,3391
Subscriber,Sep,2766
Subscriber,Sep,241
Subscriber,Sep,2887
Customer,Sep,653
Subscriber,Sep,2511
Customer,Sep,2337
Subscriber,Sep,326
Customer,Sep,162
Subscriber,Sep,2307
Subscriber,Sep,956
Customer,Sep,3329
Subscriber,Sep,1143
Subscriber,Sep,1024
Subscriber,Sep,675
Subscriber,Sep,471
Subscriber,Sep,810
Subscriber,Sep,327
Subscriber,Sep,697
Customer,Sep,551
Customer,Sep,1170
Subscriber,Sep,811
Customer,Sep,3586
Subscriber,Sep,461
Subscriber,Sep,616
Subscriber,Sep,876
Subscriber,Sep,615
Subscriber,Sep,422
Subscriber,Sep,271
Customer,Sep,5665
Customer,Sep,514
Customer,Sep,702
Subscriber,Sep,452
Subscriber,Sep,369
Subscriber,Sep,496
Customer,Sep,3365
Customer,Sep,24078
Subscriber,Sep,826
Customer,Sep,23881
Subscriber,Sep,18449
Subscriber,Sep,1074
Subscriber,Sep,418
Customer,Sep,3660
Subscriber,Sep,602
Customer,Sep,2272
Customer,Sep,2198
Customer,Sep,13401
Subscriber,Sep,3377
Subscriber,Sep,1274
Customer,Sep,1913
Customer,Sep,1267
Customer,Sep,1115
Customer,Sep,61
Customer,Sep,2410
Customer,Sep,1394
Customer,Sep,1631
Customer,Sep,323
Subscriber,Sep,427
Subscriber,Sep,665
Subscriber,Sep,71
Customer,Sep,1225
Customer,Sep,663
Customer,Sep,891
Subscriber,Sep,630
Subscriber,Sep,463
Subscriber,Sep,1033
Subscriber,Sep,925
Subscriber,Sep,961
Subscriber,Sep,342
Customer,Sep,1292
Subscriber,Sep,444
Customer,Sep,2777
Customer,Sep,1685
Customer,Sep,1712
Subscriber,Sep,1129
Subscriber,Sep,672
Subscriber,Sep,356
Subscriber,Sep,648
Subscriber,Sep,536
Subscriber,Sep,797
Customer,Sep,34838
Subscriber,Sep,463
Subscriber,Sep,22059
Customer,Sep,9057
Customer,Sep,9115
Customer,Sep,4508
Customer,Sep,2338
Customer,Sep,3930
Subscriber,Sep,310
Subscriber,Sep,521
Customer,Sep,8466
Subscriber,Sep,544
Subscriber,Sep,544
Subscriber,Sep,1016
Customer,Sep,1604
Subscriber,Sep,813
Subscriber,Sep,390
Subscriber,Sep,662
Customer,Sep,2777
Customer,Sep,11657
Customer,Sep,1675
Customer,Sep,834
Customer,Sep,1030
Subscriber,Sep,2168
Customer,Sep,3389
Subscriber,Sep,553
Customer,Sep,5053
Customer,Sep,1688
Customer,Sep,5047
Customer,Sep,2652
Subscriber,Sep,757
Subscriber,Sep,552
Customer,Sep,4645
Customer,Sep,4606
Customer,Sep,4664
Subscriber,Sep,519
Customer,Sep,2464
Customer,Sep,436
Customer,Sep,2612
Customer,Sep,2862
Customer,Sep,2046
Customer,Sep,1955
Customer,Sep,312
Customer,Sep,1991
Subscriber,Sep,294
Customer,Sep,1871
